Name,ID,Publisher Name,Publisher ID,Date,Platform,Category,Downloads (Absolute),Downloads (PoP Growth),Downloads (PoP Growth %),Revenue (Absolute),Revenue (PoP Growth),Revenue (PoP Growth %),DAU (Absolute),DAU (PoP Growth),DAU (PoP Growth %),Downloads First 30 Days (WW),Most Popular Country by Downloads,"RPD (All Time, WW)",Game Art Style,Game Theme,Game Genre,Game Setting
Tiledom,5d70908edd26d563b10b2f44,Funvent Studios,6721d46efc576bfd6c44a187,2023/12/3,Unified,Games,26601299,2710043,0.113432,445226.97,-47089.45,-0.095649,896351,147286,0.196626,26620,India,$0.02 ,2D Cartoon,Tabletop,Puzzle,N/A
Baby Panda's Town: My World,5fb5cdd06afd2607be62aa6b,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,26325183,-21360562,-0.447944,401979.34,178537.04,0.79903,273070,-237077,-0.464723,1156645,Indonesia,$0.00 ,2D Cartoon,Animal - Panda,Lifestyle,Cartoon Fantasy
DIY Makeover: ASMR Mask 3D,645f78b18be14123d45fa6a8,Onesoft,5b6de3cab80f52168dc0abc3,2023/12/3,Unified,Games,24708905,9577889,0.632997,4406.75,4115.4,14.125279,512604,427956,5.055713,3598382,India,$0.00 ,Hypercasual,Cooking / Food,Simulation,N/A
Doll Makeup: Dress up for kids,640bc736a17c461c85344ecc,Joy Games,6585466780716871e29f0999,2023/12/3,Unified,Games,24526746,23570861,24.658679,57.75,57.75,,396855,380602,23.417338,371140,Indonesia,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Stacky Dash,5ed8bb4b2cfa1f1ccbc55cc3,ironSource,55f8912b8ac350426b02ddcf,2023/12/3,Unified,Games,24407184,-68850295,-0.738282,30326.52,-36572.4,-0.546681,217341,-567794,-0.72318,9937700,India,$0.00 ,Hypercasual,Abstract,Arcade,N/A
Ayla World :Avatar City,664563b7de5711b5135d9589,Kitten Doll,6669fab2574c02a549c1e354,2023/12/3,Unified,Games,21419556,21419556,,2951.14,2951.14,,229341,229341,,407623,Indonesia,$0.00 ,2D Cartoon,Decoration,Lifestyle,N/A
Home Flip: Crazy Jump Master,61493049b218453fcab70538,Azur Interactive Games,592cc9f811f9436cc900106f,2023/12/3,Unified,Games,19859320,-12371523,-0.383841,3423.95,311.25,0.099994,127561,-78827,-0.381936,48081,Russia,$0.00 ,Hypercasual,Hypercasual,Arcade,N/A
Magic Jigsaw Puzzles－Games HD,55c5081002ac64f9c00021cd,ZiMAD,5614ba793f07e25d29002259,2023/12/3,Unified,Games,19788880,-3866811,-0.163462,4910684.59,-1244061.91,-0.20213,200269,-173896,-0.464758,63233,India,$0.30 ,2D Cartoon,Tabletop,Puzzle,N/A
Ojol The Game,6007a6991c6dcb76a36b57fb,CodeXplore,57edfa63d27d695b4a00908d,2023/12/3,Unified,Games,19562628,17501743,8.492343,127202.4,120027.11,16.727841,264550,230980,6.880548,234605,Indonesia,$0.00 ,Hypercasual,Vehicles - Motorcycle,Simulation,Modern
Paper Princess: Shining World,64e6ddddfb765455f77bc637,Libii,640feb3a12807b54730a604d,2023/12/3,Unified,Games,18963875,1294789,0.07328,190699.24,154430.1,4.257893,814035,634023,3.522115,1141747,Indonesia,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,High Fantasy
Princesses - Enchanted Castle,6415662f1b621044b8adc6d4,APIX Educational Systems,5604907d8ac3501722009509,2023/12/3,Unified,Games,17846394,5872594,0.490454,654312.59,515775.11,3.723001,431669,350607,4.325171,806542,Brazil,$0.03 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,N/A
Stacky Bird: Fun Offline Game,5e1682424f44e62e6d3fafbb,Kooapps,5614d6af3f07e25d29015bd3,2023/12/3,Unified,Games,17211243,-11079061,-0.39162,7508.41,-7606.36,-0.50324,146938,-90981,-0.382403,977835,Brazil,$0.00 ,2D Cartoon,Animal - Zoo / Other,Arcade,N/A
Bubbu School - My Virtual Pets,5f920b95eafbc641f9bca9ba,Bubadu,560c49668ac350643900cc01,2023/12/3,Unified,Games,17031341,-14231507,-0.455221,338170.09,150012.12,0.797267,136740,-113442,-0.453438,2484655,India,$0.01 ,2D Cartoon,Animal - Zoo / Other,Lifestyle,Cartoon Fantasy
WaterPark Boys,64a37dd9ff1ced0cc5065720,Supercent,60c922dc49b48258e3a558c8,2023/12/3,Unified,Games,17008957,17008952,3401790.4,33674.17,33674.17,,116940,116940,,1686485,India,$0.00 ,Low Poly,Theme Park,Simulation,Modern
SpongeBob Adventures: In A Jam,63c1cbc9484a5a13eb3d9695,Tilting Point,5a7b6504b39ede16a53fc25b,2023/12/3,Unified,Games,16949750,11660770,2.204729,9620480.16,8239485.54,5.966342,252624,226181,8.55353,3737431,Indonesia,$0.49 ,2D Cartoon,Entertainment Mascot,Simulation,Cartoon Fantasy
Baby Panda Care,559d8bb5d8676a975e0000ef,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,16385938,-19334525,-0.541273,24130.4,12235.34,1.028607,107567,-127157,-0.54173,349562,Indonesia,$0.00 ,2D Cartoon,Animal - Panda,Lifestyle,Modern
Crossword Jam,59b4a86b60f6f10aeeddb7d2,Modern Times Group,560c791e8ac350643902d70a,2023/12/3,Unified,Games,16182593,6585322,0.686166,12821458.37,-5476821.76,-0.299308,284964,63531,0.286908,276076,US,$1.16 ,Flat,Tabletop,Puzzle,N/A
Nonogram.com - Picture Cross,5c81393b5c32a02233b16bcc,Miniclip,65670b56ad4adb650837a435,2023/12/3,Unified,Games,16008396,-9668351,-0.376541,552695.36,-25371.69,-0.043891,1687989,-472155,-0.218576,3606270,Russia,$0.02 ,Flat,Art,Puzzle,N/A
Bubble Pop! Puzzle Game Legend,5bef6cde387d2034797b71ec,BitMango,560c49998ac350643900d035,2023/12/3,Unified,Games,15007725,2416474,0.191917,12923868.45,618763.78,0.050285,443856,-4570,-0.010191,551093,US,$0.78 ,2D Cartoon,Bubbles / Tiles / Colors,Puzzle,N/A
Solitaire - Classic Card Game,602c97bab178920ed46d6aa6,Playvalve,5fb093ca01d84d39ef92f617,2023/12/3,Unified,Games,15006277,8424601,1.280008,104636.53,104636.53,,216428,109900,1.031654,5947,US,$0.00 ,2D Realistic,Tabletop,Tabletop,N/A
Woodoku Blast,66fe09c1fdd8d88ac9c9ad6a,Tripledot Studios,5a63fb6f68c90d39d2db5430,2023/12/3,Unified,Games,14217825,14217825,,0,0,,241336,241336,,293880,US,$0.00 ,2D Cartoon,Bubbles / Tiles / Colors,Puzzle,N/A
Little Farm Story: Idle Tycoon,65ffc49275e0d7597610add7,SayGames,5bb5a48345f4430ad72c6f04,2023/12/3,Unified,Games,13875854,13875854,,8848927.81,8848927.81,,166396,166396,,1166404,India,$0.63 ,3D Cartoon,Farming,Simulation,Modern
Color Page ASMR,632092fcad4adb18e617cccc,SayGames,5bb5a48345f4430ad72c6f04,2023/12/3,Unified,Games,13451461,-57072906,-0.809265,594.64,594.64,,461719,-167383,-0.266067,11222751,India,$0.00 ,Flat,Art,Tabletop,N/A
Little Panda's Flowers DIY,5d1ea9e4ff1ced332976c669,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,13151320,3172059,0.317865,1593.25,826.3,1.077384,55333,1086,0.02002,1815036,India,$0.00 ,2D Cartoon,Hypercasual,Simulation,Cartoon Fantasy
Spot the Difference: Find out!,60f24001a55e450940bc0872,Azur Interactive Games,592cc9f811f9436cc900106f,2023/12/3,Unified,Games,12494148,-15805465,-0.558505,4656.35,-44210.64,-0.904714,144273,-49265,-0.254549,16041,India,$0.00 ,2D Cartoon,Spot The Difference,Puzzle,N/A
Supermarket Game 2,5b18851ebe5952789f3e5d76,Bubadu,560c49668ac350643900cc01,2023/12/3,Unified,Games,12450034,1201324,0.106797,392.38,-257.1,-0.395855,78993,-2926,-0.035718,187443,India,$0.00 ,2D Cartoon,Shopping,Simulation,Modern
Good or Bad Mom Run: Mom Games,6467f7ff7c3a830a87a32c30,Fried Chicken Games,6082b2a8ad211e1bc2816a84,2023/12/3,Unified,Games,12272074,7106616,1.375796,1023.86,1023.86,,385084,358081,13.260786,618770,India,$0.00 ,Hypercasual,Hypercasual,Arcade,N/A
Little Panda Princess Dressup2,60e64eeec7cfae477ab4befb,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,12028587,4816726,0.667889,10177.4,4202.02,0.703222,76773,45837,1.481672,388009,India,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,N/A
Barbie Magical Fashion,55c5309002ac64f9c0002df8,Tilting Point,5a7b6504b39ede16a53fc25b,2023/12/3,Unified,Games,11966939,-4127053,-0.256434,767002.7,98681.42,0.147656,63317,-21920,-0.257165,2432163,Brazil,$0.06 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,High Fantasy
Bakery Supermart Simulator,67261b29d025e1c3a226e025,Big Glock Studio,632d4a3fb3ae274301d2f8d4,2023/12/3,Unified,Games,11176371,11176371,,51422.62,51422.62,,143195,143195,,1441673,India,$0.00 ,3D Realistic,Business,Simulation,Modern
Little Panda: Star Restaurants,61551f569a02e236f4557add,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,10997761,-2190113,-0.16607,2763.32,1014.72,0.580304,38253,-2390,-0.058805,190454,Indonesia,$0.00 ,2D Cartoon,Cooking / Food,Simulation,Cartoon Fantasy
Cat Escape: Hide and Seek,64b55e53b012ba03bb83e518,CAT Studio,658b34a3c084ff79ed22e68f,2023/12/3,Unified,Games,10885666,8068438,2.863963,1598.28,649.65,0.68483,190587,172465,9.516886,774964,Brazil,$0.00 ,2D Cartoon,Animal - Cat,Arcade,Cartoon Fantasy
12 Locks II,5d801bf8f4d43a43f53876e5,RUD Present,5780193c21467f5cf6000288,2023/12/3,Unified,Games,10108802,5558994,1.221808,0,0,,79689,30068,0.605953,103076,Russia,$0.00 ,2D Cartoon,Escape Room,Puzzle,Modern
BabyBus Kids Math Games,62fdd6a04bb6081d5378a095,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,8983862,5094950,1.310122,284982.61,189516.74,1.985178,145667,120130,4.704155,90885,Indonesia,$0.03 ,,,,
Yatzy - Fun Classic Dice Game,61c7d9db5cce4b5cfd06edbb,Playvalve,5fb093ca01d84d39ef92f617,2023/12/3,Unified,Games,8833982,4502245,1.039363,5476165.87,3428254.21,1.674024,170485,118531,2.281461,5090,US,$0.57 ,2D Realistic,Tabletop,Tabletop,N/A
Little Panda: Baby Cat Daycare,6323df9aea46c50d5aa52460,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,8714968,5115385,1.421105,14824.15,12626.37,5.745056,132861,103900,3.587583,333083,Russia,$0.00 ,2D Cartoon,Animal - Cat,Lifestyle,Cartoon Fantasy
Pizza maker cooking games,5de9ebe94273b652bb7ecf1b,Pazu Games,5614c1493f07e25d29005610,2023/12/3,Unified,Games,8648361,955115,0.12415,3352007.48,-877828.76,-0.207533,87657,-6601,-0.070031,71559,Brazil,$0.37 ,2D Cartoon,Cooking / Food,Simulation,Modern
Goods Master 3D: Matching Game,60f0889d49a1a911049a7be3,Poker City,56289e3102ac6486a700d6ad,2023/12/3,Unified,Games,7859308,7246816,11.831691,8353041.99,7992237.28,22.151145,160998,155697,29.371251,13934,US,$1.02 ,Hypercasual,Hypercasual,Puzzle,Modern
Spider Solitaire,63195100f95285479467ab0b,Classic Puzzle Games Maker,626b083a88e96b32caa4ee2a,2023/12/3,Unified,Games,7554686,5461652,2.609443,0,0,,363025,332282,10.808379,475775,US,$0.00 ,2D Cartoon,Tabletop,Tabletop,N/A
Baby Care : Toddler games,572354ac3fd35a22850011e9,YovoGames,562956593f07e28dd1023dc3,2023/12/3,Unified,Games,7328306,-21886870,-0.749161,99208.91,66708.28,2.052523,55823,-144006,-0.720646,121189,Brazil,$0.00 ,2D Cartoon,Family / Baby,Lifestyle,Modern
Wool Puzzle 3D,68857863caf624807f00b806,XGame Global,6744248f43283abac3ff088e,2023/12/3,Unified,Games,7106308,7106308,,113886.31,113886.31,,54537,54537,,305925,India,$0.01 ,Hypercasual,Hypercasual,Puzzle,N/A
Mahjong - Royal Tiles,685cc42382f7e9467051476b,Nebula Studio,67b47d5327e2c1851797ba24,2023/12/3,Unified,Games,6948140,6948140,,0,0,,35935,35935,,165355,Brazil,$0.00 ,2D Cartoon,Mahjong,Puzzle,N/A
Little Panda's Cat Game,617a08ef647c9b6ea57ca25f,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,6927489,496570,0.077216,139276.94,89711.45,1.809958,41193,10821,0.356282,326089,Indonesia,$0.01 ,2D Cartoon,Animal - Cat,Lifestyle,Cartoon Fantasy
Folding Fun:Cute Folding Paper,6505b88303627666122ff1fa,BitEpoch,63ec2c5f5de32a0dd1a4cee0,2023/12/3,Unified,Games,6919336,6831851,78.091684,0,0,,269261,268927,805.170659,0,Russia,$0.00 ,Hypercasual,Hypercasual,Puzzle,N/A
Running Roadball,67428d090da41e8937670708,Humshan,6653f5aa2d17a81039589021,2023/12/3,Unified,Games,6669357,6669357,,20578.93,20578.93,,60493,60493,,124257,Brazil,$0.00 ,Neon,Music,Arcade,N/A
Word Pizza - Word Games,59f9370a0a063a6413ca9a75,Malpa Games,63519eb63a1cbd5f70938ac8,2023/12/3,Unified,Games,6554399,-4818329,-0.423674,298135.6,63282.86,0.269458,366794,-151194,-0.291887,13389,Russia,$0.02 ,2D Cartoon,Cooking / Food,Puzzle,N/A
Nuts Sort! Story Puzzle Game,676df8171ee376b72943c24b,Bobodoo,682b491a3d66f351a3f659e1,2023/12/3,Unified,Games,6413751,6413751,,3228.43,3228.43,,73081,73081,,10273,India,$0.00 ,2D Cartoon,Decoration,Puzzle,Modern
Art Master: Coloring Book,62b28eafead13f3014c59fb3,Azur Interactive Games,592cc9f811f9436cc900106f,2023/12/3,Unified,Games,6307826,1659689,0.357065,2747.93,-336.38,-0.109062,285863,185190,1.83952,5143,India,$0.00 ,2D Cartoon,Art,Puzzle,N/A
Snake Knot: Sort Puzzle Game,646c6c2314b4725ad743b0ff,Freeplay,6838add143283a86a3f8120d,2023/12/3,Unified,Games,6214086,4141350,1.998011,4896.77,4520.82,12.025057,243113,226009,13.21381,156076,India,$0.00 ,Hypercasual,Hypercasual,Puzzle,N/A
Indian Fashion Dressup Stylist,5740c2d85402e46fae00003c,Games2win,560c44f28ac350643900525a,2023/12/3,Unified,Games,6143706,346102,0.059697,2212.7,-1720.21,-0.437389,50603,10390,0.258374,33564,India,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Monster DIY: Mix Beats,675ad6ef27e2c1dc2d3251d9,Higame Global,64e3c2aa1949fa14f07b557f,2023/12/3,Unified,Games,6106432,6106432,,0,0,,67417,67417,,4473302,Brazil,$0.00 ,2D Cartoon,Horror,Arcade,N/A
Draw Happy Devil : Puzzle Game,624e92e792d07e08e50dfe5b,New Story,5fbeb59f3104696fdad95464,2023/12/3,Unified,Games,6093314,3382156,1.247495,449.28,419,13.837517,151672,132300,6.829445,23781,Russia,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
Little Panda’s Dream Town,5b763e33ed6a344e1d44c32b,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,6008985,-16770221,-0.736207,12346.97,3430.99,0.384814,41102,-70221,-0.630786,3647379,Indonesia,$0.00 ,2D Cartoon,Animal - Panda,Lifestyle,Cartoon Fantasy
Draw Happy Angel :drawing apps,614bebac303557728a44c05f,New Story,5fbeb59f3104696fdad95464,2023/12/3,Unified,Games,5988442,-21548718,-0.782532,584,-448.96,-0.434634,53324,-75412,-0.585788,21026,India,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
Differences - Find Difference,5f58fa902cfa1f1e659676c7,Guru Puzzle Game,61dc87b7c64c2403403a4e61,2023/12/3,Unified,Games,5788493,-11661366,-0.668279,17817.05,-232681.58,-0.928874,84400,-160223,-0.654979,3651,India,$0.01 ,2D Cartoon,Spot The Difference,Puzzle,N/A
Who is? Brain Teaser & Riddles,5f4af3b5d9cc29757ecd528b,Unico Studio,5cec389405a5de78e6a8b627,2023/12/3,Unified,Games,5617962,-11519200,-0.672177,84753.15,-70721.2,-0.454874,39713,-127939,-0.763122,4842019,India,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
Find the Difference - Spot it!,6334771475e0cf16cc564198,Veraxen,5ab6a874b005135472f57c8d,2023/12/3,Unified,Games,5496668,1920496,0.537026,43.91,-268.02,-0.859231,200428,162848,4.333369,772335,US,$0.00 ,2D Realistic,Tabletop,Puzzle,N/A
Fluvsies Pocket World,5f8947c984d12961c0ad87e0,APIX Educational Systems,5604907d8ac3501722009509,2023/12/3,Unified,Games,5420608,-8527217,-0.611365,154105.11,106581.84,2.24273,37708,-68443,-0.64477,3241414,Russia,$0.01 ,2D Cartoon,Chibi Creature,Lifestyle,Cartoon Fantasy
整理来解压 - 收纳达人清洁合集,679618a843283ae827374902,BoomLabs,656aec3d43b17c5886bd286f,2023/12/3,Unified,Games,5289592,5289592,,194959.37,194959.37,,24110,24110,,1491764,China,$0.04 ,2D Cartoon,Animal - Dog / Pet,Simulation,N/A
Clockmaker: Match 3 Puzzles,557108498e68f9f1400004e5,Tripledot Studios,5a63fb6f68c90d39d2db5430,2023/12/3,Unified,Games,5107846,-2854531,-0.358502,66408204.26,-22046918.51,-0.249244,195279,-39512,-0.168286,4457,Russia,$8.45 ,2D Cartoon,Bubbles / Tiles / Colors,Puzzle,Historical
Tile Story,65d4b7e82227ee57d157b4a1,Microchaos,5b724646b98f73656a7c1898,2023/12/3,Unified,Games,5032024,5032024,,326666.29,326666.29,,111028,111028,,0,Indonesia,$0.06 ,2D Cartoon,Mahjong,Puzzle,N/A
Home Rescue: Blast & Collect,60ab10927492ff0f95df956b,Juicy Candy Studio,59f8f9f025511536c721ba93,2023/12/3,Unified,Games,4946546,-6285853,-0.559618,0,0,,86211,-10340,-0.107094,6080,India,$0.00 ,2D Cartoon,Decoration,Puzzle,Modern
Kids Drawing Games & Coloring,5c103aab3ffc35216f03409f,Bini Bambini,5c91a6347460607b7402dc14,2023/12/3,Unified,Games,4713814,-17707156,-0.789759,1627215.39,-1947639.16,-0.544816,49516,-109733,-0.689066,266166,Brazil,$0.20 ,2D Cartoon,Tabletop,Tabletop,N/A
Bubble Cash,6843869981f72b89e9b6917b,Papaya Gaming,5831d24f0211a60d3c000d92,2023/12/3,Unified,Games,4671260,-788094,-0.144357,0,0,,99254,-15744,-0.136907,9378,US,$0.00 ,2D Cartoon,Bubbles / Tiles / Colors,Puzzle,N/A
Fancy Puzzles: Jigsaw Art Game,6490037b532b774be830729f,Azur Interactive Games,592cc9f811f9436cc900106f,2023/12/3,Unified,Games,4250548,3835456,9.240014,615.8,501.12,4.369724,80446,78428,38.864222,50444,India,$0.00 ,2D Cartoon,Tabletop,Puzzle,N/A
The Reverse Audio,672c3fe0d58addcbbf357dac,Haruka Takahara,6114854218009757775784fc,2023/12/3,Unified,Entertainment,4210196,4210196,,34342.08,34342.08,,14211,14211,,8,Indonesia,$0.01 ,Hypercasual,Hypercasual,Simulation,N/A
Jewels Legend - Match 3 Puzzle,557108c7e5ebfb9740000387,LinkDesks,587424e50211a6a5ca000014,2023/12/3,Unified,Games,4208781,-1840862,-0.304293,1986854.56,-335946.97,-0.14463,227288,-132729,-0.368674,11318,Russia,$0.31 ,2D Cartoon,Jewels / Gems,Puzzle,N/A
Little Panda's Pet Salon,5c8078a1f8d48a01484f086e,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,4198386,-14762811,-0.77858,8587.06,-4755.04,-0.356394,23556,-66177,-0.737488,499054,India,$0.00 ,2D Cartoon,Animal - Panda,Lifestyle,Cartoon Fantasy
Spider Solitaire,5fbdacd3c397d26e4d28e0c9,nerByte,560c403f8ac3506439001994,2023/12/3,Unified,Games,4118883,-980791,-0.192324,28357.72,-19258.34,-0.404451,244329,25428,0.116162,8188,Russia,$0.01 ,2D Realistic,Tabletop,Tabletop,N/A
Music Rhythm Hop: Ball Game,6882d36a2cf73f68e8ac6e7f,Beatwave Studio,68cad7745fd6a5c21d4c4e85,2023/12/3,Unified,Games,3919344,3919344,,0,0,,33487,33487,,23704,Mexico,$0.00 ,2D Anime,Music,Arcade,N/A
Beat Tiles 2: Piano Master,66b5708ccc4dc5f9795c7a78,JoyPop Games,67bf6789d61c9a0417ebf7c5,2023/12/3,Unified,Games,3883802,3883802,,0,0,,47349,47349,,29528,Vietnam,$0.00 ,Neon,Music,Arcade,N/A
Hairdresser salon - Spa salon,58f2c69596838d356d0039ce,YovoGames,562956593f07e28dd1023dc3,2023/12/3,Unified,Games,3869121,-28962531,-0.882153,57201.14,57201.14,,53301,-238708,-0.817468,44234,Brazil,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Match 3 Tiles - Sorting Games,654ed75f7963e26e32153c98,Poker City,56289e3102ac6486a700d6ad,2023/12/3,Unified,Games,3833302,3833302,,31882.43,31882.43,,92302,92302,,60247,Brazil,$0.01 ,Hypercasual,Mahjong,Puzzle,N/A
Block Puzzle Crush: Jewel Game,63f026947a464f1c1fe89502,EasyFun Puzzle Game Studio,6525bd311b5155311bfee368,2023/12/3,Unified,Games,3734612,2639676,2.410804,0,0,,117557,107412,10.587679,5965,US,$0.00 ,2D Cartoon,Cooking / Food,Puzzle,N/A
Solitaire Ocean,6002b92f0fe766710771e9dc,LinkDesks,587424e50211a6a5ca000014,2023/12/3,Unified,Games,3367115,232784,0.074269,159187.24,73609.21,0.860141,64615,4148,0.068599,852,Russia,$0.03 ,2D Cartoon,Animal - Underwater,Tabletop,N/A
Wiggle Escape: Snake Puzzle,68cdfc36f2bdaa4ebfd66e24,Paxie Games,6226e2ba3c7ff21479211f6c,2023/12/3,Unified,Games,3330807,3330807,,5359.02,5359.02,,7845,7845,,351876,India,$0.00 ,Hypercasual,Animal - Snake,Puzzle,N/A
Be My Guest - Landlord Sim,637edd0c83ecff50a3fa146d,Panteon,55f891518ac350426b02e64a,2023/12/3,Unified,Games,3319778,-216920,-0.061334,29251.86,-3118.16,-0.096329,156980,103676,1.944995,10701,India,$0.01 ,Hypercasual,Money / Treasure,Simulation,N/A
Paper Doll Diary: Dress Up DIY,65e7f5314ff2cf524ef5f7f6,Bravestars,594825d017ddb671190015b5,2023/12/3,Unified,Games,68259241,68259241,,11636.2,11636.2,,1826968,1826968,,531703,India,$0.00 ,2D Cartoon,Fashion / Aesthetics / Hair,Lifestyle,Modern
Pick Me Up 3D: Taxi Game,5e02f57c06662f430f9748a6,Azur Interactive Games,592cc9f811f9436cc900106f,2023/12/3,Unified,Games,57929419,23729665,0.693855,131392.57,22232.05,0.203664,306343,89341,0.411706,636,India,$0.00 ,3D Cartoon,Vehicles - Car,Arcade,Modern
Car Jam: Escape Traffic Puzzle,66a5d3375b8bda0d68ca2ac8,Mindscaplay,663cda937e5100795c510fbf,2023/12/3,Unified,Games,55072714,55072714,,7013231.14,7013231.14,,937940,937940,,859399,India,$0.12 ,Hypercasual,Vehicles - Car,Puzzle,N/A
Delete Puzzle: Erase One Part,6587e5a808ec876c06263ac6,iKame,5ef3a979f26fe50eefaa9733,2023/12/3,Unified,Games,52206774,52206774,,0,0,,758842,758842,,1274102,India,$0.00 ,2D Cartoon,Hypercasual,Puzzle,N/A
STAR: Super Tricky Amazing Run,5f77fb2980d18d5b4b5ef3d5,Azur Interactive Games,592cc9f811f9436cc900106f,2023/12/3,Unified,Games,39629213,4935394,0.142256,140966.3,-30017.36,-0.175557,262624,7396,0.028978,39441,Indonesia,$0.00 ,3D Cartoon,Game Show,Arcade,Cartoon Fantasy
Perfect Cream: Cake Games,5e22a6853772f947e3642e3e,Azur Interactive Games,592cc9f811f9436cc900106f,2023/12/3,Unified,Games,33770924,-32418123,-0.489781,371160.31,-849579.59,-0.695955,196911,-303394,-0.606418,25444315,India,$0.01 ,Hypercasual,Candy / Dessert,Simulation,N/A
Word Search Quest - Puzzles,5cc4f4b4c7e2da23fb89ec96,52 Entertainment,560c43658ac35064390037d1,2023/12/3,Unified,Games,33733646,-16856162,-0.333193,0,0,,649754,-109483,-0.144201,43286,Brazil,$0.00 ,Flat,Tabletop,Puzzle,N/A
Sponge Art: Shape Puzzle,616d5eb81800977bda247682,Azur Interactive Games,592cc9f811f9436cc900106f,2023/12/3,Unified,Games,26338970,-26499885,-0.501523,9418.34,4246.04,0.820919,213398,-156414,-0.422955,13293224,India,$0.00 ,Hypercasual,Hypercasual,Lifestyle,N/A
Piano Music Go-EDM Piano Games,58d229210211a6180e0008da,Edaysoft,55f895418ac350426b04147d,2023/12/3,Unified,Games,18593618,-19454476,-0.511313,48700.49,17282.97,0.550106,151373,-208437,-0.579297,19181,Russia,$0.00 ,Flat,Music,Arcade,N/A
Girls Nail Salon - Kids Games,5e50afab6d53a02a6a2346b7,Pazu Games,5614c1493f07e25d29005610,2023/12/3,Unified,Games,18177054,8111687,0.805901,2792109.72,591744.44,0.26893,89789,36444,0.683176,121149,India,$0.13 ,2D Cartoon,Fashion / Aesthetics / Hair,Tabletop,Modern
Anime Dress Up & Makeup Doll,651e25519e9c25062fc8e7df,Shelton Gumentol,682e7585c4199c46a1780af2,2023/12/3,Unified,Games,17896793,14553084,4.352378,2755.62,2755.62,,523579,512282,45.346729,873975,Indonesia,$0.00 ,2D Anime,Fashion / Aesthetics / Hair,Lifestyle,N/A
Central Hospital Stories,5cb22b257c3a8371f2ad418f,SUBARA,61f2ebbee19921331fedae2f,2023/12/3,Unified,Games,17316819,-7627332,-0.305776,87492.1,-229218.38,-0.723747,81413,-38397,-0.320482,256696,India,$0.02 ,3D Cartoon,Medical / Emergency Services,Simulation,Modern
My Dream Store!,658f572e88ae6735c3242373,Supercent,60c922dc49b48258e3a558c8,2023/12/3,Unified,Games,16619104,16619104,,28261.79,28261.79,,205993,205993,,1155489,India,$0.00 ,Hypercasual,Business,Simulation,N/A
Fruit Drop Master,657922e7861fb139e0336e77,Metagame,649743d8ac384d3fe328d70e,2023/12/3,Unified,Games,16466500,16466500,,10283.94,10283.94,,400905,400905,,1574533,Mexico,$0.00 ,2D Cartoon,Candy / Dessert,Puzzle,N/A
Children's doctor: Dentist,598c34ee85935d0be051dec3,YovoGames,562956593f07e28dd1023dc3,2023/12/3,Unified,Games,16338418,-30504806,-0.651211,639969.18,639969.18,,185562,-332926,-0.642109,36023,Brazil,$0.00 ,2D Cartoon,Medical / Emergency Services,Simulation,Cartoon Fantasy
Catch Tiles: Piano Game,5ff25b742cfa1f0ae11bdf63,WingsMob,563159073f07e25314001341,2023/12/3,Unified,Games,16248697,-17345086,-0.516318,279791.66,144616.78,1.06985,164737,-117740,-0.416813,1324683,Philippines,$0.01 ,Flat,Music,Arcade,N/A
Baby Panda's Breakfast Cooking,5e6c6d49c79f9c769f3e592a,BabyBus,5614c2823f07e25d29006806,2023/12/3,Unified,Games,15307785,6773369,0.793653,9490.33,7681.52,4.246726,88977,22658,0.341652,494157,Indonesia,$0.00 ,2D Cartoon,Cooking / Food,Simulation,Cartoon Fantasy
Differences - find & spot them,5c62b5ed3ea9833d07f61818,Miniclip,65670b56ad4adb650837a435,2023/12/3,Unified,Games,15079965,-36705300,-0.708798,36327.88,-46431.53,-0.561042,376697,-482045,-0.561339,1385811,India,$0.00 ,2D Cartoon,Spot The Difference,Puzzle,N/A
Hexa Away,6650459718984bc9417fa82f,CyberAgent,5614b4a13f07e2077c0010d8,2023/12/3,Unified,Games,14300814,14300814,,4531132.82,4531132.82,,238657,238657,,1182901,US,$0.32 ,Hypercasual,Abstract,Puzzle,N/A
